,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
3916,36,blue-collar,married,secondary,no,0,yes,no,cellular,8,254,2,361,8,other,no
3474,65,management,married,tertiary,no,1097,no,no,cellular,12,131,1,196,1,other,no
975,47,technician,married,tertiary,no,2155,no,no,unknown,20,178,3,-1,0,unknown,no
1011,31,technician,married,tertiary,no,-502,yes,yes,unknown,26,523,2,-1,0,unknown,no
1310,51,housemaid,married,tertiary,no,6700,yes,yes,cellular,20,64,4,-1,0,unknown,no
719,37,blue-collar,single,tertiary,no,3649,yes,no,cellular,15,623,2,146,4,failure,no
2014,31,admin.,single,secondary,no,78,no,no,unknown,20,572,1,-1,0,unknown,no
1231,44,management,divorced,secondary,no,5757,yes,no,cellular,18,114,1,-1,0,unknown,no
2881,35,admin.,single,secondary,no,0,yes,no,cellular,3,80,1,273,1,failure,no
2148,50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,111,2,-1,0,unknown,no
699,30,management,married,tertiary,no,562,no,no,cellular,21,137,4,-1,0,unknown,no
590,41,management,married,tertiary,no,636,yes,no,telephone,30,80,2,-1,0,unknown,no
2906,59,blue-collar,married,primary,no,10,yes,no,unknown,7,133,3,-1,0,unknown,no
2530,46,housemaid,married,primary,no,296,yes,no,unknown,20,205,4,-1,0,unknown,no
3629,32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,138,3,-1,0,unknown,no
2305,53,admin.,divorced,secondary,no,-112,no,no,unknown,19,394,1,-1,0,unknown,no
2042,58,unknown,married,primary,no,7369,no,no,telephone,4,247,2,-1,0,unknown,no
1490,29,management,single,tertiary,no,765,no,no,cellular,16,238,1,-1,0,unknown,yes
3753,41,admin.,married,secondary,yes,-120,no,no,cellular,29,76,4,-1,0,unknown,no
2313,51,services,married,secondary,no,325,yes,no,unknown,20,123,4,-1,0,unknown,no
1774,62,retired,married,unknown,no,800,no,no,cellular,17,737,1,-1,0,unknown,yes
3363,32,technician,married,secondary,no,524,no,no,cellular,5,493,1,-1,0,unknown,no
897,52,retired,married,unknown,no,293,no,no,unknown,11,706,1,-1,0,unknown,yes
2710,56,management,married,primary,no,7747,no,no,unknown,5,103,2,-1,0,unknown,no
2962,26,blue-collar,married,primary,no,755,yes,no,unknown,28,61,1,-1,0,unknown,no
1899,37,technician,married,tertiary,no,3043,yes,no,cellular,5,249,1,300,1,failure,no
3922,51,services,married,primary,no,8806,yes,no,unknown,19,131,1,-1,0,unknown,no
2060,45,services,married,secondary,no,24,yes,no,cellular,18,111,1,-1,0,unknown,no
3104,52,admin.,married,secondary,no,146,yes,yes,cellular,13,108,1,-1,0,unknown,no
42,37,services,married,secondary,no,466,yes,yes,cellular,25,377,1,-1,0,unknown,yes
1416,45,technician,married,secondary,no,144,yes,yes,cellular,14,154,4,-1,0,unknown,no
3947,33,management,married,tertiary,no,113,yes,no,cellular,8,145,2,172,13,other,no
3859,52,self-employed,married,secondary,no,371,yes,no,telephone,4,50,1,208,1,other,no
3761,29,admin.,married,tertiary,no,238,no,no,cellular,11,97,1,78,3,success,no
2707,57,blue-collar,married,primary,no,630,yes,no,unknown,29,52,1,-1,0,unknown,no
2283,33,technician,married,secondary,no,1968,yes,no,cellular,20,1817,3,-1,0,unknown,yes
1089,27,admin.,single,tertiary,no,689,no,no,cellular,26,98,1,307,1,failure,no
2539,36,housemaid,married,primary,no,191,yes,no,unknown,3,132,1,-1,0,unknown,no
3041,42,technician,married,secondary,no,122,yes,no,cellular,6,74,2,-1,0,unknown,no
2777,48,management,married,primary,no,1513,no,no,cellular,29,166,2,-1,0,unknown,no
3095,40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,285,2,-1,0,unknown,yes
2729,58,housemaid,married,tertiary,no,0,yes,no,cellular,21,111,1,-1,0,unknown,no
3869,31,technician,single,secondary,no,53,yes,yes,cellular,6,530,1,-1,0,unknown,yes
2702,35,management,divorced,tertiary,no,2885,no,no,cellular,13,199,3,43,8,other,yes
3356,59,retired,single,secondary,yes,-341,no,yes,cellular,14,94,3,-1,0,unknown,no
2050,24,technician,single,secondary,no,-192,yes,no,unknown,13,125,1,-1,0,unknown,no
3116,49,management,married,tertiary,no,1887,no,no,cellular,18,244,3,-1,0,unknown,no
3561,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,786,1,-1,0,unknown,yes
410,42,management,married,primary,no,860,yes,no,unknown,15,90,3,-1,0,unknown,no
1712,32,blue-collar,single,secondary,no,427,no,no,unknown,20,11,1,-1,0,unknown,no
3566,33,management,single,tertiary,no,62,yes,no,cellular,18,473,3,-1,0,unknown,yes
3079,51,unemployed,married,secondary,no,760,yes,no,unknown,14,411,1,-1,0,unknown,no
838,53,technician,divorced,secondary,no,45,no,no,unknown,28,171,6,-1,0,unknown,no
796,42,technician,married,tertiary,no,782,no,no,cellular,3,285,1,-1,0,unknown,no
553,35,blue-collar,married,secondary,no,-339,yes,no,unknown,8,389,2,-1,0,unknown,no
2304,48,blue-collar,married,secondary,no,134,no,no,cellular,29,200,7,-1,0,unknown,no
1152,73,retired,single,secondary,no,1050,no,no,cellular,4,562,3,181,2,failure,yes
2873,56,management,married,tertiary,no,779,yes,no,unknown,5,164,1,-1,0,unknown,no
3083,38,admin.,married,secondary,no,-728,yes,no,cellular,11,333,1,-1,0,unknown,no
3793,33,technician,single,secondary,no,647,yes,yes,cellular,4,124,1,273,1,other,no
690,39,blue-collar,married,primary,no,800,yes,no,cellular,19,76,6,-1,0,unknown,no
1746,39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,275,2,307,1,other,no
2289,35,technician,divorced,secondary,no,2777,yes,no,cellular,7,633,1,-1,0,unknown,no
3802,60,blue-collar,married,secondary,no,0,no,yes,unknown,5,124,1,-1,0,unknown,no
3753,41,admin.,single,secondary,no,1322,yes,no,cellular,29,58,1,266,1,failure,no
1312,25,services,married,secondary,no,-454,yes,no,unknown,12,24,1,-1,0,unknown,no
3372,28,technician,single,tertiary,no,1628,yes,no,cellular,25,1422,2,-1,0,unknown,yes
1826,50,admin.,married,secondary,no,335,yes,no,cellular,20,166,4,-1,0,unknown,no
2068,44,blue-collar,married,secondary,no,1786,yes,no,unknown,15,452,2,-1,0,unknown,no
3531,28,services,single,secondary,no,129,yes,no,cellular,18,32,2,-1,0,unknown,no
3106,45,technician,single,secondary,no,113,yes,yes,cellular,13,165,2,-1,0,unknown,no
2048,81,retired,married,secondary,no,93,no,no,cellular,7,164,1,-1,0,unknown,no
2697,36,technician,married,tertiary,no,543,yes,no,cellular,15,225,2,-1,0,unknown,no
159,25,blue-collar,single,primary,no,52,yes,no,unknown,24,528,2,-1,0,unknown,yes
2070,35,services,married,secondary,no,17,yes,no,cellular,4,110,4,-1,0,unknown,no
1893,32,management,single,tertiary,no,819,yes,no,cellular,20,114,2,-1,0,unknown,yes
180,56,retired,married,secondary,no,5737,no,no,cellular,5,11,5,-1,0,unknown,no
3364,29,technician,single,tertiary,no,313,no,yes,cellular,8,227,2,-1,0,unknown,no
161,56,technician,divorced,secondary,no,689,yes,no,cellular,17,110,1,103,4,failure,no
2453,48,management,married,unknown,no,0,yes,no,cellular,8,612,1,344,1,other,no
696,46,management,divorced,tertiary,no,770,yes,no,unknown,16,94,1,-1,0,unknown,no
3488,25,student,single,secondary,no,3165,no,no,telephone,20,251,2,-1,0,unknown,no
1103,32,blue-collar,married,secondary,no,1914,yes,no,cellular,14,532,1,358,1,failure,no
1432,47,technician,divorced,secondary,no,440,no,no,cellular,29,147,1,-1,0,unknown,no
3686,31,services,single,secondary,no,-205,no,no,cellular,1,481,1,579,1,failure,yes
3892,38,management,single,tertiary,no,4841,no,no,cellular,22,580,3,-1,0,unknown,no
1115,37,unemployed,married,secondary,no,2424,no,no,cellular,20,633,2,156,2,other,no
1137,47,admin.,married,secondary,no,407,yes,no,unknown,5,67,12,-1,0,unknown,no
677,46,unemployed,married,secondary,no,46,no,no,telephone,29,74,2,-1,0,unknown,no
2292,59,retired,divorced,primary,no,643,yes,no,unknown,13,354,2,-1,0,unknown,no
3399,23,services,single,secondary,no,495,yes,yes,cellular,18,302,1,-1,0,unknown,no
3063,32,admin.,married,tertiary,no,118,no,no,unknown,29,358,10,-1,0,unknown,no
2155,51,admin.,married,secondary,no,-895,yes,no,cellular,20,104,5,-1,0,unknown,no
480,42,services,married,secondary,no,-246,yes,no,unknown,7,149,1,-1,0,unknown,no
2658,26,admin.,single,secondary,no,338,no,no,cellular,29,209,1,188,2,unknown,yes
1414,34,blue-collar,married,secondary,no,678,yes,no,cellular,17,278,1,-1,0,unknown,no
1609,31,management,married,tertiary,no,917,yes,no,cellular,27,100,9,-1,0,unknown,no
1786,41,entrepreneur,married,tertiary,no,102,no,no,unknown,15,323,1,-1,0,unknown,no
2859,57,retired,married,secondary,no,1230,no,no,cellular,6,78,4,-1,0,unknown,no
3556,34,management,married,tertiary,no,53,yes,yes,cellular,29,256,2,-1,0,unknown,no
2735,49,management,married,tertiary,no,502,no,no,cellular,22,379,4,-1,0,unknown,no
3343,36,blue-collar,married,unknown,no,714,no,no,unknown,9,277,3,-1,0,unknown,no
3783,41,management,divorced,tertiary,no,292,yes,no,unknown,8,352,2,-1,0,unknown,no
1692,36,services,married,tertiary,no,2167,yes,yes,unknown,12,120,2,-1,0,unknown,no
363,61,retired,married,primary,no,1742,no,no,cellular,11,90,4,-1,0,unknown,no
2282,53,admin.,married,secondary,no,-197,yes,yes,unknown,15,178,1,-1,0,unknown,no
1027,31,management,single,tertiary,no,12857,yes,no,telephone,4,483,4,87,2,success,yes
220,36,admin.,married,secondary,no,2030,yes,no,unknown,20,24,1,-1,0,unknown,no
3737,59,retired,divorced,primary,no,217,yes,no,unknown,26,574,3,-1,0,unknown,no
3315,41,services,single,secondary,no,1629,yes,no,unknown,20,85,1,-1,0,unknown,no
3843,44,blue-collar,married,secondary,no,500,yes,no,cellular,14,86,2,304,2,failure,no
3354,31,technician,married,tertiary,no,15,no,no,unknown,2,389,1,-1,0,unknown,no
3198,39,management,married,tertiary,no,756,yes,no,unknown,2,268,1,-1,0,unknown,no
1562,47,management,married,tertiary,no,2889,no,no,telephone,29,259,12,-1,0,unknown,no
1623,26,blue-collar,single,secondary,no,191,yes,no,cellular,6,550,1,-1,0,unknown,yes
709,29,technician,married,tertiary,no,604,yes,no,cellular,14,430,4,-1,0,unknown,no
3473,31,unemployed,single,tertiary,no,302,no,no,cellular,3,349,1,357,3,success,yes
1059,43,technician,married,secondary,no,1824,yes,no,unknown,8,296,1,-1,0,unknown,no
2712,48,admin.,married,secondary,no,-30,yes,no,cellular,7,133,1,-1,0,unknown,no
2707,58,management,divorced,tertiary,no,-197,yes,no,unknown,27,277,4,-1,0,unknown,no
3307,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,378,3,-1,0,unknown,no
189,60,housemaid,married,primary,no,726,no,yes,cellular,30,94,5,-1,0,unknown,no
2731,58,services,married,secondary,no,1301,yes,no,cellular,11,261,1,286,2,failure,no
2015,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,257,3,-1,0,unknown,yes
1029,56,self-employed,married,secondary,no,123,no,no,unknown,13,81,1,-1,0,unknown,no
324,42,blue-collar,married,secondary,no,-422,no,no,cellular,9,31,1,-1,0,unknown,no
1824,24,blue-collar,married,secondary,no,-389,yes,yes,unknown,4,1242,1,-1,0,unknown,yes
2713,44,technician,single,tertiary,no,166,yes,no,unknown,13,267,3,-1,0,unknown,no
2217,47,services,married,secondary,no,795,yes,no,unknown,29,42,3,-1,0,unknown,no
1225,56,unemployed,married,secondary,no,1340,no,yes,telephone,30,197,6,-1,0,unknown,no
2761,40,entrepreneur,single,secondary,no,5,no,yes,cellular,15,117,3,-1,0,unknown,no
2738,26,technician,single,secondary,no,626,yes,no,cellular,15,412,2,-1,0,unknown,no
567,28,blue-collar,single,secondary,no,1955,no,no,cellular,29,25,1,-1,0,unknown,no
2412,40,services,married,primary,no,-9,yes,no,unknown,15,920,2,-1,0,unknown,yes
2021,41,unemployed,married,primary,yes,-581,yes,no,unknown,8,218,2,-1,0,unknown,no
150,27,management,single,tertiary,no,2648,no,no,cellular,5,917,1,-1,0,unknown,yes
2676,34,self-employed,single,unknown,no,687,yes,no,cellular,14,99,2,-1,0,unknown,no
3133,34,technician,single,secondary,no,1866,no,no,cellular,8,134,3,185,1,failure,no
259,27,blue-collar,married,primary,no,-443,no,yes,cellular,21,93,4,-1,0,unknown,no
2082,57,technician,divorced,tertiary,no,96,no,no,cellular,21,913,4,-1,0,unknown,yes
3580,50,blue-collar,married,primary,no,14,yes,yes,unknown,26,68,1,-1,0,unknown,no
1085,34,admin.,married,tertiary,no,788,yes,no,cellular,5,269,1,-1,0,unknown,no
2683,32,services,single,secondary,no,48,yes,yes,cellular,18,132,1,-1,0,unknown,no
3502,45,services,married,secondary,no,1181,yes,no,cellular,7,141,3,-1,0,unknown,no
2963,36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,1001,4,-1,0,unknown,yes
2762,35,services,married,primary,no,764,no,no,cellular,12,706,3,-1,0,unknown,no
692,27,services,married,secondary,no,472,yes,no,cellular,20,144,4,-1,0,unknown,no
2239,44,blue-collar,married,primary,no,412,yes,no,unknown,15,56,13,-1,0,unknown,no
1527,36,admin.,single,secondary,no,115,no,no,cellular,2,225,1,-1,0,unknown,no
1863,45,admin.,married,secondary,no,335,no,no,cellular,9,89,3,-1,0,unknown,no
1941,43,management,married,tertiary,no,1429,yes,no,cellular,19,1015,1,198,2,other,yes
2450,50,technician,married,secondary,no,3370,no,no,cellular,21,531,2,80,2,success,yes
3436,38,unemployed,married,primary,no,113,yes,no,unknown,16,27,2,-1,0,unknown,no
2819,56,retired,married,tertiary,no,89,no,no,telephone,10,83,1,-1,0,unknown,no
2926,34,management,single,tertiary,no,2159,no,no,unknown,18,386,1,-1,0,unknown,yes
1702,58,services,married,secondary,no,553,no,yes,telephone,17,109,3,-1,0,unknown,no
1539,31,admin.,divorced,secondary,no,53,yes,no,unknown,7,128,4,-1,0,unknown,no
3619,34,technician,married,secondary,no,133,no,no,cellular,15,401,2,187,5,success,yes
3919,35,blue-collar,divorced,tertiary,no,3547,yes,no,cellular,19,289,1,-1,0,unknown,no
280,29,blue-collar,married,secondary,no,1074,no,no,cellular,2,153,1,-1,0,unknown,no
2851,73,retired,married,secondary,no,2850,no,no,cellular,19,184,2,185,3,failure,no
1904,25,technician,single,secondary,no,50,yes,no,cellular,8,191,1,-1,0,unknown,no
2160,48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,264,1,317,1,failure,no
2924,33,services,married,secondary,no,386,no,no,cellular,12,253,1,92,4,failure,yes
2695,26,student,single,secondary,no,-147,no,no,unknown,4,95,2,-1,0,unknown,no
3556,40,blue-collar,married,primary,no,-234,yes,no,cellular,6,275,1,-1,0,unknown,no
3308,54,blue-collar,married,secondary,no,143,yes,no,cellular,12,278,2,309,5,failure,no
3505,44,technician,single,secondary,no,244,yes,no,cellular,12,1735,4,-1,0,unknown,yes
833,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,262,3,-1,0,unknown,no
22,38,management,single,tertiary,no,-476,yes,no,cellular,28,76,2,-1,0,unknown,no
991,38,management,single,tertiary,no,0,yes,no,cellular,17,213,2,-1,0,unknown,no
804,32,management,married,tertiary,no,312,no,no,cellular,11,67,4,-1,0,unknown,no
54,40,management,married,secondary,no,0,yes,no,cellular,12,223,4,258,3,failure,no
1832,43,management,single,secondary,no,2968,no,no,unknown,20,30,4,-1,0,unknown,no
3836,36,blue-collar,married,secondary,no,1704,no,no,unknown,11,179,4,-1,0,unknown,no
2048,33,blue-collar,single,tertiary,no,457,yes,no,cellular,30,159,1,191,4,failure,no
3288,35,blue-collar,married,secondary,no,-102,yes,no,cellular,14,334,3,-1,0,unknown,no
3125,33,entrepreneur,married,secondary,no,0,no,yes,cellular,7,224,4,-1,0,unknown,no
3015,45,management,married,unknown,no,2724,no,no,cellular,28,359,2,182,1,success,yes
399,35,unemployed,single,tertiary,no,154,no,no,cellular,29,105,2,-1,0,unknown,no
1059,42,unemployed,married,secondary,no,8131,yes,no,cellular,21,173,4,175,1,failure,no
281,53,technician,married,secondary,no,6671,yes,yes,cellular,30,72,9,-1,0,unknown,no
526,47,blue-collar,married,primary,no,2642,no,no,cellular,13,310,2,-1,0,unknown,no
890,57,management,married,tertiary,no,2142,yes,no,unknown,6,251,3,-1,0,unknown,no
3043,26,technician,single,tertiary,no,11862,no,no,cellular,13,119,1,-1,0,unknown,yes
3925,48,services,married,secondary,no,0,no,no,cellular,7,163,5,-1,0,unknown,no
599,52,management,married,tertiary,no,502,no,no,unknown,17,637,3,-1,0,unknown,no
3023,44,services,divorced,secondary,no,20,no,no,unknown,9,98,1,-1,0,unknown,no
3103,41,blue-collar,married,primary,no,219,no,yes,unknown,18,1574,3,-1,0,unknown,yes
1894,53,retired,single,secondary,yes,-741,yes,yes,cellular,17,53,1,-1,0,unknown,no
2287,48,management,married,tertiary,no,5320,yes,no,unknown,20,792,1,-1,0,unknown,yes
3613,53,technician,married,secondary,no,530,no,no,cellular,18,244,1,-1,0,unknown,no
3028,42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,331,1,140,4,failure,yes
2509,49,blue-collar,married,primary,no,-57,no,no,telephone,23,161,2,-1,0,unknown,no
3830,35,technician,married,secondary,no,1144,no,no,cellular,20,197,13,-1,0,unknown,no
1534,28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,251,1,-1,0,unknown,no
1714,49,admin.,married,secondary,no,1629,no,no,cellular,31,57,2,-1,0,unknown,no
1848,68,retired,married,secondary,no,1146,no,no,cellular,16,212,1,187,6,success,yes
2918,59,technician,married,secondary,no,0,yes,no,cellular,14,145,1,-1,0,unknown,no
3709,27,technician,married,tertiary,no,13,yes,no,telephone,6,24,5,-1,0,unknown,no
715,58,management,single,tertiary,no,1387,yes,no,unknown,5,174,5,-1,0,unknown,no
3914,63,retired,married,unknown,no,1849,no,no,cellular,1,109,2,-1,0,unknown,no
543,44,management,married,tertiary,no,70,no,no,cellular,20,165,3,-1,0,unknown,no
371,18,student,single,primary,no,608,no,no,cellular,12,267,1,-1,0,unknown,yes
2250,34,management,married,tertiary,no,1240,yes,no,cellular,21,102,1,-1,0,unknown,no
636,20,services,single,secondary,no,-103,yes,no,unknown,13,180,1,-1,0,unknown,no
2192,37,services,divorced,secondary,no,75,yes,no,cellular,14,160,1,-1,0,unknown,no
3454,39,admin.,divorced,secondary,no,-141,yes,no,unknown,13,148,1,-1,0,unknown,no
921,51,services,single,primary,no,2499,yes,no,cellular,12,98,5,-1,0,unknown,no
648,31,technician,married,secondary,no,1173,yes,no,cellular,14,444,3,-1,0,unknown,yes
1040,47,management,divorced,tertiary,no,0,no,yes,cellular,20,18,6,-1,0,unknown,no
3206,40,blue-collar,divorced,secondary,no,0,yes,no,cellular,7,135,1,-1,0,unknown,no
2228,54,management,married,tertiary,no,11246,no,no,cellular,19,122,2,-1,0,unknown,no
1023,29,services,single,secondary,no,184,no,no,cellular,14,46,3,-1,0,unknown,no
3220,53,retired,married,secondary,no,6095,yes,yes,cellular,14,410,5,-1,0,unknown,no
1053,60,management,divorced,secondary,no,773,yes,yes,unknown,16,597,22,-1,0,unknown,no
3676,35,management,married,tertiary,no,1471,yes,yes,cellular,13,236,3,-1,0,unknown,no
506,35,blue-collar,married,secondary,no,807,yes,no,unknown,29,1185,3,-1,0,unknown,no
2773,55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,918,1,-1,0,unknown,yes
3474,30,blue-collar,single,secondary,no,363,no,no,cellular,28,171,3,-1,0,unknown,no
2845,32,student,single,unknown,no,4110,no,no,cellular,6,119,8,-1,0,unknown,no
3985,33,self-employed,single,tertiary,no,544,yes,no,cellular,7,155,1,-1,0,unknown,no
466,44,technician,married,secondary,no,266,yes,no,cellular,9,72,1,-1,0,unknown,no
3801,37,services,married,secondary,no,-58,yes,no,unknown,16,146,3,-1,0,unknown,no
2545,46,technician,married,secondary,no,2149,yes,no,cellular,15,282,2,-1,0,unknown,yes
912,78,retired,married,primary,no,301,no,no,cellular,7,537,2,-1,0,unknown,no
3535,32,services,married,primary,no,218,yes,no,cellular,4,177,3,-1,0,unknown,no
3513,73,retired,married,unknown,no,3443,no,no,telephone,4,770,3,-1,0,unknown,yes
184,30,blue-collar,single,tertiary,no,297,no,no,cellular,7,465,4,-1,0,unknown,yes
3003,60,retired,divorced,primary,no,2516,no,no,telephone,4,157,1,-1,0,unknown,no
3420,50,entrepreneur,married,tertiary,no,221,yes,no,cellular,20,319,2,340,1,failure,no
1477,46,blue-collar,married,secondary,no,2836,yes,no,cellular,14,13,7,358,7,other,no
2239,37,blue-collar,single,secondary,no,90,yes,no,cellular,17,416,1,340,5,failure,no
717,55,blue-collar,married,primary,no,771,no,no,cellular,29,98,19,-1,0,unknown,no
172,37,services,divorced,secondary,no,523,no,no,unknown,20,35,7,-1,0,unknown,no
3125,40,management,single,tertiary,no,157,yes,no,unknown,15,68,2,-1,0,unknown,no
2357,59,retired,married,secondary,no,1080,no,no,cellular,21,645,2,-1,0,unknown,no
1507,40,housemaid,married,secondary,no,949,no,no,cellular,8,182,1,-1,0,unknown,no
1974,55,housemaid,married,secondary,no,962,yes,no,cellular,28,623,1,181,3,success,yes
471,34,technician,married,secondary,no,800,yes,no,cellular,14,103,3,-1,0,unknown,no
3465,32,technician,married,tertiary,no,-1053,yes,no,cellular,21,357,3,-1,0,unknown,no
3097,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,515,1,350,5,failure,yes
3324,39,services,married,secondary,no,702,yes,no,cellular,8,303,1,300,1,failure,no
2123,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,918,1,-1,0,unknown,yes
188,62,technician,married,unknown,no,635,no,no,cellular,22,292,4,247,1,other,no
759,31,management,married,tertiary,no,233,yes,no,cellular,14,241,2,365,10,failure,no
3501,40,blue-collar,married,primary,no,640,yes,yes,unknown,8,347,2,-1,0,unknown,no
65,27,services,single,secondary,no,955,no,no,cellular,23,206,1,-1,0,unknown,yes
1270,48,technician,divorced,secondary,no,105,no,no,cellular,29,520,2,-1,0,unknown,no
927,41,technician,divorced,secondary,no,1545,no,yes,cellular,13,183,2,-1,0,unknown,no
432,30,admin.,divorced,secondary,no,370,yes,no,unknown,15,160,1,-1,0,unknown,no
3682,27,technician,single,secondary,no,78,yes,yes,cellular,18,5,2,-1,0,unknown,no
2599,37,management,married,tertiary,no,1276,no,no,cellular,16,146,1,94,2,success,yes
1568,53,management,married,tertiary,no,1759,no,no,cellular,2,220,3,-1,0,unknown,no
3318,42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,205,2,-1,0,unknown,no
3572,31,blue-collar,married,secondary,no,492,yes,no,cellular,6,99,1,-1,0,unknown,no
234,35,blue-collar,married,primary,no,414,no,no,unknown,13,504,4,-1,0,unknown,yes
527,36,blue-collar,single,primary,no,4519,yes,no,unknown,23,117,2,-1,0,unknown,no
382,47,management,married,tertiary,no,3556,yes,no,unknown,20,130,4,-1,0,unknown,no
2320,20,student,married,unknown,no,292,no,no,cellular,5,385,2,93,1,failure,yes
130,28,management,single,tertiary,no,781,no,no,cellular,9,125,6,-1,0,unknown,no
1758,34,self-employed,single,secondary,no,55,yes,no,cellular,18,155,1,-1,0,unknown,no
171,30,admin.,single,secondary,no,270,no,no,cellular,30,437,1,80,1,success,yes
1663,64,retired,married,secondary,no,588,no,no,cellular,18,366,1,91,2,failure,yes
389,38,blue-collar,married,primary,no,1428,yes,no,telephone,18,33,5,-1,0,unknown,no
3153,50,unemployed,married,tertiary,no,377,no,no,cellular,6,283,1,319,3,failure,no
2953,56,blue-collar,married,primary,no,563,no,no,telephone,16,51,1,-1,0,unknown,no
2236,56,management,married,tertiary,no,0,no,no,cellular,19,486,4,-1,0,unknown,no
1056,57,blue-collar,married,primary,no,282,no,yes,cellular,7,261,12,-1,0,unknown,no
3787,42,management,married,tertiary,no,1205,no,no,telephone,8,376,2,-1,0,unknown,yes
3040,33,management,single,tertiary,no,-2,no,yes,cellular,25,147,6,-1,0,unknown,no
1081,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,1156,1,-1,0,unknown,no
2165,48,blue-collar,single,secondary,no,8982,yes,no,unknown,14,628,1,-1,0,unknown,no
956,22,services,single,secondary,no,344,yes,no,cellular,18,347,1,-1,0,unknown,yes
1973,37,admin.,divorced,secondary,no,0,no,no,cellular,24,91,1,-1,0,unknown,no
378,39,admin.,married,secondary,no,732,no,no,cellular,23,522,4,-1,0,unknown,yes
3223,37,management,married,tertiary,no,0,no,no,cellular,24,187,2,-1,0,unknown,no
444,40,blue-collar,married,primary,no,117,yes,no,unknown,19,172,3,-1,0,unknown,no
1633,32,management,single,tertiary,no,156,yes,no,unknown,3,81,6,-1,0,unknown,no
2570,34,blue-collar,married,secondary,no,332,no,no,cellular,14,134,2,-1,0,unknown,no
963,39,blue-collar,married,secondary,no,11,no,no,unknown,29,199,2,-1,0,unknown,no
3005,47,blue-collar,married,secondary,no,912,no,no,telephone,28,118,9,-1,0,unknown,no
1924,62,retired,married,secondary,no,569,no,no,cellular,4,288,1,1,8,success,yes
3841,36,management,married,tertiary,no,428,no,no,unknown,28,121,1,-1,0,unknown,no
1060,47,services,married,secondary,no,459,no,no,cellular,19,599,3,-1,0,unknown,no
3133,55,blue-collar,married,primary,no,9997,no,no,cellular,8,118,2,-1,0,unknown,no
3477,40,blue-collar,divorced,secondary,no,393,yes,yes,cellular,17,291,2,-1,0,unknown,no
1749,52,management,married,tertiary,no,291,no,no,cellular,21,150,3,-1,0,unknown,no
1926,37,blue-collar,married,secondary,no,982,yes,no,cellular,17,127,1,282,2,failure,no
549,30,management,single,tertiary,no,171,no,no,cellular,25,301,4,-1,0,unknown,no
3338,49,management,married,tertiary,no,223,no,no,cellular,28,22,22,-1,0,unknown,no
258,46,self-employed,married,tertiary,no,917,no,no,cellular,9,389,5,-1,0,unknown,no
2688,51,admin.,married,secondary,no,79,no,no,cellular,13,89,2,-1,0,unknown,no
3697,55,unemployed,married,secondary,no,549,no,no,cellular,18,43,5,-1,0,unknown,no
1597,58,management,divorced,unknown,no,2986,no,no,cellular,16,414,1,91,5,other,yes
1819,30,management,single,tertiary,no,0,yes,yes,unknown,27,350,3,-1,0,unknown,no
2838,37,blue-collar,married,primary,no,345,yes,no,cellular,29,344,1,188,2,failure,no
2978,47,blue-collar,married,secondary,no,4709,no,no,cellular,22,78,4,-1,0,unknown,no
1068,48,admin.,divorced,secondary,no,1180,no,no,cellular,27,142,1,238,3,other,yes
2754,43,services,married,secondary,no,0,no,no,unknown,26,483,1,-1,0,unknown,no
1190,40,blue-collar,divorced,secondary,no,94,yes,no,cellular,29,121,1,245,1,failure,no
3745,34,services,married,secondary,no,88,yes,yes,unknown,29,82,2,-1,0,unknown,no
967,33,admin.,single,secondary,no,375,yes,no,cellular,17,151,1,-1,0,unknown,no
3561,49,blue-collar,married,secondary,no,1230,yes,yes,cellular,15,167,2,373,3,failure,no
3444,38,management,single,tertiary,no,1637,yes,no,cellular,20,150,2,-1,0,unknown,no
2002,36,management,single,tertiary,no,4,yes,no,cellular,7,855,2,342,1,failure,yes
2852,42,unemployed,single,primary,no,5717,no,no,cellular,29,70,2,-1,0,unknown,no
3850,60,services,divorced,primary,no,58,no,yes,cellular,11,165,2,-1,0,unknown,no
2008,43,technician,married,secondary,no,994,yes,yes,cellular,5,51,1,-1,0,unknown,no
2854,42,blue-collar,single,primary,no,1628,yes,no,cellular,5,119,1,195,8,success,no
2577,44,self-employed,single,secondary,no,0,no,no,cellular,30,187,3,-1,0,unknown,no
